col0,col1,col2,col3,col4
Art Libraries Society of North America,Canada,Oak Creek,1972-01-01,professional body
Association des directeurs de bibliothèques municipales et intercommunales des grandes villes de France,France,Niort,2002-03-01,library association
Oklahoma Library Association,United States of America,Oklahoma City,1907-01-01,library association
Tampa Bay Library Consortium,United States of America,Tampa,1979-01-01,library association
Texas Library Association,United States of America,Austin,1902-01-01,library association
Pennsylvania Library Association,United States of America,Mechanicsburg,1901-01-01,library association
New York Library Association,United States of America,Guilderland,1890-01-01,library association
Cape Libraries Automated Materials Sharing,United States of America,Cape Cod,1991-01-01,library association
Art Libraries Society of North America,Canada,Oak Creek,1972-01-01,library association
Allegheny County Library Association,United States of America,Pittsburgh,1991-01-01,library association
French Library Association,France,rue de Chabrol,1906-01-01,library association
Association of Austrian Librarians,Austria,Graz,1945-01-01,library association
Ligue des Bibliothèques Européennes de Recherche,Netherlands,The Hague,2009-01-01,library association
Regensburger Bibliotheksverbund,Germany,Bavaria,2009-01-01,library association
Library Association of Austria,Austria,Vienna,1948-01-01,library association
