col0,col1,col2,col3
Clark College,Clark Atlanta University,United States of America,1869-01-01
Police College,National University of Public Service,Hungary,1971-09-01
Budapest Polytechnic Hungary,Óbuda University,Hungary,2000-01-01
Bessenyei György Tanárképző Főiskola,University of Nyíregyháza,Hungary,1962-09-21
Pécsi Tanárképző Főiskola,University of Pécs,Hungary,1948-11-11
Pollack Mihály Műszaki Főiskola,University of Pécs,Hungary,1970-08-07
Illyés Gyula Pedagógiai Főiskola,University of Pécs,Hungary,1977-09-13
Gépipari és Automatizálási Műszaki Főiskola,John von Neumann University,Hungary,1969-08-31
Csokonai Vitéz Mihály Tanítóképző Főiskola,University of Kaposvár,Hungary,1975-09-01
Kereskedelmi és Vendéglátóipari Főiskola,Budapest Business School,Hungary,1969-08-31
Gyula Juhász Teacher Training College,University of Szeged,Hungary,1928-09-01
Könnyűipari Műszaki Főiskola,Budapest Polytechnic Hungary,Hungary,1972-09-01
Central College Nottingham,Nottingham College,United Kingdom,2012-11-01
