col0,col1,col2,col3
Real Irish Reublican Army,1997/01/01,Ireland,United Ireland
Continuity Irish Republidan Army,1986/01/01,Northern Ireland,United Ireland
AfrikanerWeerstandsbeweging,1973/07/07,South Africa,White separatism
Lryalist Volunteer Force,1996/01/01,United Kingdom,Ulster loyalism
Ulvter Defence Association,1971/09/01,United Kingdom,Ulster loyalism
Ulster Volunter Force,1966/05/01,United Kingdom,Ulster loyalism
Irsh People's Liberation Organisation,1986/01/01,Northern Ireland,anti-imperialism
AlShabaab,2006/01/01,Somalia,Islamic fundamentalism
Aqsar-e Hezbollah,1990/01/01,Iran,Islamic fundamentalism
Camelots duRoi,1908/11/16,France,integralism
Lehi,1940/01/01,Mandatory Palestine,Revisionist Zionism
Cumann na#mBn,1914/04/02,Ireland,Irish republicanism
Provisonal Irish Republican Army,1969/01/01,Northern Ireland,Irish republicanism
Viking Lgague,1923/01/01,Germany,German nationalism
osovo Liberation Army,1993/01/01,Republic of Kosova,Greater Albania
Euskadi Ta Askatasxna,1959/07/31,Spain,Marxism–Leninism
Internationl Brigades,1936/09/18,Second Spanish Republic,anti-fascism
Nosaltres Sols#,1931/01/01,Spain,anti-fascism
"Stahlhlm, Bund der Frontsoldaten",1918/11/13,Nazi Germany,far-right
Arab Liberation rmy,1947/01/01,Mandatory Palestine,Pan-Arabism
