col0,col1,col2
SinemArt,Leo Sutanto,2003-01-01
Egyptian Arts Group,Remon magar,2009-01-01
Motion Theory,Mathew Cullen,2000-05-21
Atlas Media Corp.,Bruce David Klein,1989-01-01
Coronet Films,David Archibald Smart,1946-01-01
Theatro Technis,Karolos Koun,1942-01-01
Sono Cairo,Mohamed Fawzi,1964-01-01
Wintertuin,Frank Tazelaar,2004-01-01
Reaction,Robert Stigwood,1966-01-01
Stage Entertainment Germany,Joop van den Ende,1998-01-01
Teatri Uniti,Toni Servillo,1987-01-01
Marathon Media Group,Vincent Chalvon-Demersay,1990-01-01
El Terrat,Andreu Buenafuente,1989-01-01
United Plankton Pictures,Stephen Hillenburg,1998-04-01
Worldwide Pants,David Letterman,1991-01-01
Desilu Productions,Lucille Ball,1950-01-01
Video Arts,John Cleese,1972-01-01
Micha's Films,Judith Manassen-Ramon,2009-01-01
Intrepid Pictures,Trevor Macy,2004-01-01
Ankama Animations,Anthony Roux,2007-01-01
