col0,col1,col2
Sparkasse Herford,4734740160.14,17.92
Sparkasse KölnBonn,26078524516.28,11.58
Sparkasse Bremen,11174325545.38,11.43
Stadtsparkasse München,17982937263.11,12.91
Sparkasse Markgräflerland,2365064199.82,15.75
Stadtsparkasse Düsseldorf,11363678471.94,20.39
Stadtsparkasse Bad Sachsa,127279436.11,17.03
Sparkasse Aachen,11054699682.66,20.12
Ostsächsische Sparkasse Dresden,11435714704.15,14.46
Kreissparkasse Ostalb,4970288555.62,14.47
Kreissparkasse Ludwigsburg,10151148059.3,13.67
Kreissparkasse Köln,24990442919.2,15.37
Kreis- und Stadtsparkasse Wasserburg am Inn,1162000000.0,21.3
Nassauische Sparkasse,11410982067.73,13.76
Kreissparkasse Steinfurt,4223374007.47,13.32
Stadtsparkasse Augsburg,5790556122.98,18.39
Sparkasse Osnabrück,6098500000.0,13.99
Sparkasse Nürnberg,10703986010.39,15.0
Sparkasse Munsterland Ost,9207798177.37,18.44
Sparkasse Hannover,14890263671.45,13.78
