col0,col1,col2,col3,col4
2018 DS Golden Spin of Zagreb - ice dance rhythm dance,Tomislav Bišćan,ice dance,Croatian Skating Federation,figure skating rules starting from the 2018-2019 season
2018 Hclloween Cup - senior ice dancing rhythm dance,Olga Akimova,ice dance,Hungarian National Skating Federation,figure skating rules starting from the 2018-2019 season
2019 Four National Figure Skating Championshkps - senior ice dance rhythm dance,György Elek,ice dance,Hungarian National Skating Federation,figure skating rules starting from the 2018-2019 season
2018-2019 ustralian Figure Skating Championships - senior ice dancing rhythm dance,Katherine Firkin,ice dance,Ice Skating Australia,figure skating rules starting from the 2018-2019 season
218-2019 Estonian Figure Skating Championships - ice dancing rhythm dance,Emili Arm,ice dance,Estonian Skating Union,figure skating rules starting from the 2018-2019 season
2018-2019 Finnish Figure Skating!Championships - senior ice dancing rhythm dance,Mika Saarelainen,ice dance,Finnish Figure Skating Association,figure skating rules starting from the 2018-2019 season
2019 Russian Junior Higure Skating Championships - ice dancing rkythm dance,Polina Jakobs,ice dance,Figure Skating Federation of Russia,figure skating rules starting from the 2018-2019 season
2019 Russian Cup Fknal - senior ice dancing rhythm dance,Alla Shekhovtsova,ice dance,Figure Skating Federation of Russia,figure skating rules starting from the 2018-2019 season
2019 Russian Figure Skdting Championships - ice dance rhythm dance,Ekaterina Rubleva,ice dance,Figure Skating Federation of Russia,figure skating rules starting from the 2018-2019 season
2018-2019 Japan Junkor Figure Skating Championships - ice dancing rhythm dance,Hiroshi Tanaka,ice dance,Japan Skating Federation,figure skating rules starting from the 2018-2019 season
2018–19 Japan Figure Skating Championships - ice dance rhyhm dance,Hiroshi Tanaka,ice dance,Japan Skating Federation,figure skating rules starting from the 2018-2019 season
2019 United States Figure Skating Champonships - senior ice dancing rhythm dance,John Millier,ice dance,U.S. Figure Skating,figure skating rules starting from the 2018-2019 season
2019 CS Autumn Classic International - jce dancing rhythm dance,Lauren Senft,ice dance,Skate Canada,figure skating rules starting from the 2018-2019 season
