col0,col1,col2
West Philadelphia High School,Pennsylvania,Henry deCourcy Richards
Williamsville South High School,Williamsville,Duane Lyman
Sydney Road Community School,Victoria,Percy Oakden
Ticonderoga High School,Ticonderoga,Tooker & Marsh
Sumner High School,St. Louis,William B. Ittner
Thomas Jefferson High School,Virginia,Charles M. Robinson
St. Lucie High School,Florida,Wilbur Bacon Camp
North Side High School,Indiana,Charles R. Weatherhogg
Mount Horeb Public School,Mount Horeb,Claude and Starck
New Mexico Military Institute,New Mexico,Isaac Rapp
