col0,col1,col2,col3
Saint-Marcellin Vercors Isère Communauté,47,596.19,44052
Communauté de communes Tille et Venelle,18,312.7,5079
Communauté de communes du Pays Arnay Liernais,34,473.23,7432
Communauté de communes Norge et Tille,14,125.22,16125
Communauté de communes du Vexin Normand,39,328.09,33047
Communauté de communes Lyons Andelle,30,284.4,21185
Communauté de communes interrégionale Aumale - Blangy-sur-Bresle,44,457.88,22320
Communauté de communes Bray-Eawy,46,488.42,26122
Communauté de communes Terroir de Caux,79,489.51,38740
Communauté de communes Plateau de Caux-Doudeville-Yerville,40,252.34,21372
Communauté de communes des 4 rivières,53,611.67,30613
Le Gesnois Bilurien,23,448.2,31316
Communauté de communes Le Grand Charolais,44,942.3,41905
Communauté de communes de la Côte d'Albâtre,63,379.16,28770
De l'Oust à Brocéliande Communauté,26,640.13,40135
Commentry Montmarault Néris Communauté,33,727.96,26995
Communauté de communes Entr'Allier Besbre et Loire,44,1089.48,25763
Communauté de communes des Villes Sœurs,28,214.78,38692
communauté de communes du pays d'Ancenis,20,798.06,67991
Questembert Communauté,13,328.07,23866
