col0,col1,col2,col3
Roundatable for Democracy,2017-09-27,Barcelona,Spain
Civil AIDS Forum,2004-01-01,Budapest,Hungary
Kibbutz Movement,1999-01-01,Tel Aviv,Israel
Federation of Western Thrace Turks in Europe,1988-02-28,Witten,Germany
Bundesvereinigung der Strassenbau- und Verkehrsingenieure,1963-01-01,Munich,Germany
Bundesverband Sicherheitspolitik an Hochschulen,1985-01-01,Munich,Germany
German Shooting and Archery Federation,1861-07-11,Wiesbaden,Germany
Evangelisch-Lutherischer Zentralverein für Zeugnis und Dienst unter Juden und Christen (Germany),1871-01-01,Hanover,Germany
Bundeslotsenkammer,1954-01-01,Hamburg,Germany
Württembergischer Landessportbund,1951-01-01,Stuttgart,Germany
Deutscher Tierschutzbund,1881-01-01,Bonn,Germany
German Tenant Organisation,1900-01-01,Berlin,Germany
