col0,col1,col2,col3
SC 1903 Weimar,Weimar,Frank Schön,Weimar
FSV Salmrohr,Salmtal,Patrick Klyk,Salmtal
FC Ismaning,Ismaning,Roman Grill,Ismaning
SV Wehen Wiesbaden,Wiesbaden,Peter Vollmann,Taunusstein
BFC Viktoria 1889,Berlin,Thomas Herbst,Tempelhof
AZAL PFC,Shuvalan,Tarlan Ahmadov,Baku
Como 1907,Province of Como,Eugenio Bersellini,Como
SC Brühl,St. Gallen,Erik Regtop,St. Gallen
TuS Heeslingen,Heeslingen,Torsten Gütschow,Heeslingen
Vejle Boldklub,Vejle Municipality,Constantin Gâlcă,Vejle Municipality
