col0,col1,col2
Holiday Express (airline),1987-01-01,SA226-TC Metro
Air Lloyd,t1069637879,P.166
VHM Damme,2011-01-01,Cessna 172 Skyhawk
Tor-Air,1966-01-01,DC-3
Holstenflug,1979-01-01,F-27
Avanti Aviation Aachen,2000-01-01,Cessna T303 Crusader
Bayerischer Flugdienst,1975-01-01,DHC-6-200 Twin Otter
Eastwest Airlines,1995-01-01,Dornier 328-100
Hössl & Winkler,1982-01-01,Cessna 404 Titan
Hapag-Lloyd Executive,2013-01-01,Bombardier Challenger 300
Nora Air Services,1972-01-01,Noratlas
Consairways,1945-01-01,B-24 Liberator
Československá letecká společnost,1939-01-01,DC-3
DLT Deutsche Luftverkehrsgesellschaft,1992-01-01,Beechcraft Model 99
Pleuger Flugdienst,1978-01-01,Beechcraft Model 99
Compagnie Air Transport,1970-01-01,DC-3
City-Flug,1982-01-01,421 Golden Eagle
Clifford Ball Airline,1936-11-01,Clifford Ball Airline fleet
Air Traffic,2015-01-01,Cessna Citation III
Conti-Flug,1994-01-01,BAe 146
