col0,col1,col2,col3
thyssenkrupp AG,Aktiengesellschaft,1999-01-01,Germany
REWE Group,cooperative,1927-01-01,Germany
Network Bahia,conglomerate,1975-01-01,Brazil
HNA Group,privately held company,2000-01-01,People's Republic of China
Tencent,public company,1998-11-12,People's Republic of China
"EMI, Ltd.",private company limited by shares,1971-01-01,United Kingdom
Electric & Musical Industries Ltd.,private company limited by shares,1931-04-20,United Kingdom
Thorn Electrical Industries,private company limited by shares,1928-03-29,United Kingdom
EMI Group Plc,public limited company,1996-08-19,United Kingdom
Cofina,joint-stock company,1995-01-01,Portugal
Intersport,Gesellschaft mit beschränkter Haftung,1968-01-01,Switzerland
DISA,aktieselskab,1900-01-01,Denmark
Wihuri,conglomerate,1901-01-01,Finland
3M,privately held company,1902-01-01,United States of America
