col0,col1,col2,col3,col4
Latsia,Latsia's municipal council,Christos Pittaras,16774,Municipality of Kilkis
Egkomi Lefkosias,Egkomi Nicosia's municipal council,Zacharias Kyriakou,18010,Arbat District
Paralimni,Paralimni's municipal council,Theodoros Piriliis,14963,Southern Administrative Okrug
Agios Dometios,Ayios Dometios's municipal council,Kostas Petrou,12456,Agios Nikolaos Municipality
Dali,Dali's municipal council,Leontios Kallenos,10466,Orte
Aglantzia,Aglantzia's municipal council,Charalampos Petrides,20783,Azov
Pano Lefkara,Pano Lefkara's municipal council,Sophocles Sophocleous,737,Crispiano
Strovolos,Strovolos's municipal council,Andreas Papacharalambous,67904,Teramo
Agia Napa,Agia Napa's municipal council,Christos Zanetou,3212,Minsk
Polis,Polis Chrysochous's municipal council,Yiotis Papachrisofe,2018,Rostov-on-Don
