col0,col1,col2,col3
Philharmonic Hall,Aktobe,Kazakhstan,1944-01-01
Azerbaijan State Philharmonic Hall,Baku,Azerbaijan,1912-01-01
Zaporizhzhia oblast philharmonic society,Zaporizhzhia,Ukraine,1939-01-01
Regional Mykolaiv philharmonic,Mykolaiv,Ukraine,1937-01-01
Lviv Philharmonic,Lviv,Ukraine,1907-01-01
Odessa Philharmonic Hall,Odessa,Ukraine,1899-01-01
Berliner Philharmonie,Berlin,Germany,1963-01-01
Severo-Kavkazsk Philharmonic Society V. I. Safonov,Kislovodsk,Russia,1895-01-01
The Kaliningrad Regional Philharmonic Hall,Kaliningrad,Russia,1980-08-22
Saint Petersburg Philharmonia,Saint Petersburg,Russia,1802-01-01
Philharmonic Society of Corfu,Corfu,Greece,1840-01-01
