col0,col1,col2
D. Mendeleev University of Chemical Technology of Russia,10500,550
Brusov State University,2908,541
Rissho University,10915,512
Queen Margaret University,5410,503
University of Bergamo,15206,555
Universidade Da Paz,8779,315
Semey Medical University,3685,348
University of Tennessee at Chattanooga,10286,347
Lakehead University,7848,317
Clayton State University,6879,564
Aichi University of Education,3844,571
University of Malta,11500,600
University of Raparin,2127,210
Collegium Civitas,2000,200
University of Arkansas – Fort Smith,7587,220
University of Wales Trinity Saint David - Lampeter Campus,9150,200
Norwegian School of Sport Sciences,1446,216
Reykjavík University,3800,220
Islamic University of Technology,1140,201
Selandia - Center for Business Education,12000,360
