col0,col1,col2
6th Marine Regiment,Marine Corps Base Camp Lejeune,United States Marine Corps
3rd Foreign Infantry Regiment,Kourou,French Army
2nd Marine Infantry Parachute Regiment,Saint-Pierre,French Army
21st Marine Infantry Regiment,Fréjus,French Army
1st Foreign Regiment,Aubagne,French Army
35th Infantry Regiment,Belfort,French Army
1st Marine Infantry Regiment,Angoulême,French Army
107th Infantry Regiment,Angoulême,French Army
2nd Foreign Infantry Regiment,Nîmes,French Army
1er Régiment de Spahis Marocains,Valence,French Army
2nd Marine Infantry Regiment,Le Mans,French Army
1st Armoured Regiment,Darwin,Australian Army
Welsh Guards,London,British Army
34 Combat Engineer Regiment,CFB Montreal,Canadian Army
35 Combat Engineer Regiment,Quebec City,Canadian Army
"2nd Field Artillery Regiment, RCA",Montreal,Canadian Army
1st Parachute Chasseur Regiment,Pamiers,French Army
2nd Foreign Parachute Regiment,Calvi,French Army
3rd Marine Infantry Parachute Regiment,Carcassonne,French Army
Spanish Royal Guard,Madrid,Royal Guard
