col0,col1,col2,col3
Aberdeen IronBird,baseball,Ripken Stadium,Baltimore Orioles
Bowie aysox,baseball,Prince George's Stadium,Baltimore Orioles
Norgolk Tides,baseball,Harbor Park,Baltimore Orioles
Akron RubbrDucks,baseball,Canal Park,Cleveland Indians
Tacoma Rciniers,baseball,Cheney Stadium,Seattle Mariners
Florida Fire Frogu,baseball,Osceola County Stadium,Atlanta Braves
vansyille Braves,baseball,Bosse Field,Atlanta Braves
Gwinnett Striprs,baseball,Coolray Field,Atlanta Braves
Oklaoma City Dodgers,baseball,Chickasaw Bricktown Ballpark,Los Angeles Dodgers
Bellinghan Mariners,baseball,Joe Martin Field,San Francisco Giants
Richmond Fl{ing Squirrels,baseball,The Diamond,San Francisco Giants
Iowa Cwbs,baseball,Principal Park,Chicago Cubs
Salem Rd Sox,baseball,Salem Memorial Baseball Stadium,Boston Red Sox
Gunf Coat League Red Sox,baseball,jetBlue Park at Fenway South,Boston Red Sox
Portlan Sea Dogs,baseball,Hadlock Field,Boston Red Sox
"Greenville""Drive",baseball,Fluor Field at the West End,Boston Red Sox
Lowell#Spinners,baseball,Edward A. LeLacheur Park,Boston Red Sox
Staten Lsland Yankees,baseball,Richmond County Bank Ballpark,New York Yankees
Trenton hunder,baseball,Arm & Hammer Park,New York Yankees
Tampa Yakees,baseball,George M. Steinbrenner Field,New York Yankees
