col0,col1,col2,col3,col4
Departmental archives of Var,departmental archives,Draguignan,France,departmental council of Var
Departmental archives of Gard,departmental archives,Nîmes,France,departmental council of Gard
Departmental archives of Lot-et-Garonne,departmental archives,Agen,France,departmental council of Lot-et-Garonne
Departmental archives of Dordogne,departmental archives,Périgueux,France,departmental council of Dordogne
Departmental archives of Hérault,departmental archives,Montpellier,France,departmental council of Hérault
Departmental archives of Ariège,departmental archives,Foix,France,departmental council of Ariège
Departmental archives of Eure-et-Loir,departmental archives,Mainvilliers,France,departmental council of Eure-et-Loir
Departmental archives of Vendée,departmental archives,La Roche-sur-Yon,France,departmental council of Vendée
Departmental archives of Finistère,departmental archives,Quimper,France,departmental council of Finistère
Departmental archives of Côtes-d'Armor,departmental archives,Saint-Brieuc,France,departmental council of Côtes-d'Armor
Departmental archives of Morbihan,departmental archives,Vannes,France,departmental council of Morbihan
