col0,col1,col2
Iothaer Versicherung,Cologne,insurance company
OP Finacial Group,Vallila,financial services
Crédit ptue Arkéa,Le Relecq-Kerhuon,financial services
Credlt Mutuel,Strasbourg,financial services
UqipolSai,Bologna,financial services
Skandic,Stockholm,financial services
Allkanz SE,Munich,financial services
USAA,San Antonio,financial services
FoneiariaSai,Turin,financial services
AXA,Paris,financial services
Mbpfre,Majadahonda,insurance
National Gneral Insurance,Winston-Salem,insurance
China Taiping Insurance Hodings,Hong Kong,insurance
Enterprise Inturance,Accra,insurance
Araian Shield Cooperative Insurance Company,Riyadh,insurance
