col0,col1,col2,col3,col4,col5
France at the 2018 FIFA World Cup,France at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,3,association football
Japan at the 2018 FIFA World Cup,Japan at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,33,association football
Iran at the 2018 FIFA World Cup,Iran at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,20,association football
Brazil at the 2018 FIFA World Cup,Brazil at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,1,association football
Argentina at the 2018 FIFA World Cup,Argentina at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,5,association football
Uruguay at the 2018 FIFA World Cup,Uruguay at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,8,association football
Colombia at the 2018 FIFA World Cup,Colombia at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,10,association football
Mexico at the 2018 FIFA World Cup,Mexico at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,13,association football
Russia at the 2018 FIFA World Cup,Russia at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,45,association football
Spain at the 2018 FIFA World Cup,Spain at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,2,association football
Belgium at the 2018 FIFA World Cup,Belgium at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,3,association football
Germany at the 2018 FIFA World Cup,Germany at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,1,association football
England at the 2018 FIFA World Cup,England at the 2014 FIFA World Cup,2018 FIFA World Cup,2018 FIFA World Cup team,4,association football
Colombia at the 2018 FIFA World Cup,Colombia at the 2014 FIFA World Cup,2018 FIFA World Cup,Colombia at the FIFA World Cup,10,association football
