col0,col1,col2,col3
RoxSolt Attaquer 2017,2017-01-01,2017-12-31,RoxSolt Attaquer 2018
Maxx-Solar 2017,2017-01-01,2017-12-31,2018 Maxx-Solar season
Crescent D.A.R.E 2015,2015-01-01,2015-12-31,Crescent D.A.R.E 2016
Swaboladies 2015,2015-01-01,2015-12-31,Swaboladies 2016
2016 Jos Feron Lady Force season,2016-01-01,2016-12-31,2017 Jos Feron Lady Force season
Pearl Izumi 2015,2015-01-01,2015-12-31,Podium Ambition 2016
Maxx-Solar 2015,2015-01-01,2015-12-31,Maxx-Solar 2016
BMS BIRN 2015,2015-01-01,2015-12-31,BMS BIRN 2016
NWVG 2017,2017-01-01,2017-12-31,2018 NWVG season
Team Drenthe 2017,2017-01-01,2017-12-31,2018 Team Drenthe season
Adelaar Ladies Cycling Team 2017,2017-01-01,2017-12-31,2018 Adelaar Ladies Cycling season
Hoop Op Zegen Beveren 2017,2017-01-01,2017-12-31,2018 Hoop Op Zegen Beveren season
2017 Restore season,2017-01-01,2017-12-31,2018 Restore season
Equano 2017,2017-01-01,2017-12-31,2018 Equano season
Jan van Arckel 2017,2017-01-01,2017-12-31,2018 Jan van Arckel season
Swaboladies 2017,2017-01-01,2017-12-31,2018 Swaboladies season
Maaslandster Veris CCN 2017,2017-01-01,2017-12-31,2018 Maaslandster Veris CCN season
2017 Jos Feron Lady Force season,2017-01-01,2017-12-31,2018 Jos Feron Lady Force season
Keukens Redant 2017,2017-01-01,2017-12-31,2018 Keukens Redant season
Wielerclub de sprinters Malderen 2017,2017-01-01,2017-12-31,2018 Wielerclub de Sprinters Malderen season
