col0,col1,col2,col3,col4
Federal Office for Food and Agriculture,Informationsdienst Wissenschaft e.V.,"Federal Ministry of Food, Agriculture and Consumer Protection",Germany,1995-01-01
Federal Office for Building and Regional Planning,Informationsdienst Wissenschaft e.V.,Federal Ministry of the Interior,Germany,1998-01-01
Federal Agency for Civic Education,Bundesnetzwerk Bürgerschaftliches Engagement,Federal Ministry of the Interior,Germany,1952-11-25
Federal Office for Building and Regional Planning,Working Group of the German Federal Departmental Research  Establishments,Federal Ministry of the Interior,Germany,1998-01-01
Federal Financial Supervisory Authority,Network of Central Banks and Supervisors for Greening the Financial System,Federal Ministry of Finance,Germany,2002-05-01
Federal Waterways Engineering and Research Institute,Informationsdienst Wissenschaft e.V.,Federal Ministry of Transport and Digital Infrastructure,Germany,1948-01-01
Federal Institute of Hydrology,Deutsche Vereinigung des Gas- und Wasserfaches,Federal Ministry of Transport and Digital Infrastructure,Germany,1949-01-01
Federal Waterways Engineering and Research Institute,Working Group of the German Federal Departmental Research  Establishments,Federal Ministry of Transport and Digital Infrastructure,Germany,1948-01-01
Bundesanstalt für Strassenwesen,Working Group of the German Federal Departmental Research  Establishments,Federal Ministry of Transport and Digital Infrastructure,Germany,1951-01-01
Federal Institute of Hydrology,Working Group of the German Federal Departmental Research  Establishments,Federal Ministry of Transport and Digital Infrastructure,Germany,1949-01-01
Federal Institute for Occupational Safety and Health,Working Group of the German Federal Departmental Research  Establishments,Ministry of Labour and Social Affairs of Germany,Germany,1996-01-01
