col0,col1,col2
Vaccine Therapy in Treating Patients With Newly Diagnosed Advanced Colon Polyps,Puerto Rico,National Cancer Institute
"Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer",Puerto Rico,National Cancer Institute
Chemotherapy With or Without Trastuzumab After Surgery in Treating Women With Invasive Breast Cancer,Puerto Rico,National Cancer Institute
"Targeted Therapy Directed by Genetic Testing in Treating Pediatric Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphomas, or Histiocytic Disorders (The Pediatric MATCH Screening Trial)",Puerto Rico,National Cancer Institute
"Vemurafenib in Treating Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphoma, or Histiocytic Disorders With BRAF V600 Mutations (A Pediatric MATCH Treatment Trial)",Puerto Rico,National Cancer Institute
DISCOVER Global Registry,Hong Kong,AstraZeneca
A Global Study to Evaluate Transarterial Chemoembolization (TACE) in Combination With Durvalumab and Bevacizumab Therapy in Patients With Locoregional Hepatocellular Carcinoma,Hong Kong,AstraZeneca
A Study of Baricitinib (LY3009104) in Adult Participants With Moderate to Severe Atopic Dermatitis,Puerto Rico,Eli Lilly and Company
A Study to Assess if Mirikizumab is Effective and Safe Compared to Secukinumab and Placebo in Moderate to Severe Plaque Psoriasis (OASIS-2),Puerto Rico,Eli Lilly and Company
A Long-term Study to Evaluate Safety and Maintenance of Treatment Effect of LY3074828 in Participants With Moderate-to-Severe Plaque Psoriasis (OASIS-3),Puerto Rico,Eli Lilly and Company
A Study of Abiraterone Acetate Plus Prednisone With or Without Abemaciclib (LY2835219) in Participants With Prostate Cancer,Puerto Rico,Eli Lilly and Company
A Study of LY3154207 in Participants With Parkinson's Disease Dementia,Puerto Rico,Eli Lilly and Company
A Study of Baricitinib (LY3009104) in Adults With Severe or Very Severe Alopecia Areata,Puerto Rico,Eli Lilly and Company
