col0,col1,col2
Creative Commons Attribution-NoDerivs 1.0 Generic,Creative Commons Attribution-NoDerivs 2.0 Generic,Creative Commons
Creative Commons Attribution-NonCommercial-ShareAlike 1.0 Generic,Creative Commons Attribution-NonCommercial-ShareAlike 2.0 Generic,Creative Commons
Creative Commons Attribution 1.0 Generic,Creative Commons Attribution 2.0 Generic,Creative Commons
Creative Commons Attribution-ShareAlike 2.0 Generic,Creative Commons Attribution-ShareAlike 2.5 Generic,Creative Commons
Creative Commons Attribution-NonCommercial 2.0 Generic,Creative Commons Attribution-NonCommercial 2.5 Generic,Creative Commons
Creative Commons Attribution-NonCommercial-ShareAlike 2.0 Generic,Creative Commons Attribution-NonCommercial-ShareAlike 2.5 Generic,Creative Commons
Creative Commons Attribution-NoDerivs 2.0 Generic,Creative Commons Attribution-NoDerivs 2.5 Generic,Creative Commons
Creative Commons Attribution 2.0 Generic,Creative Commons Attribution 2.5 Unported,Creative Commons
Creative Commons Attribution-ShareAlike 2.0 Japan,Creative Commons Attribution-ShareAlike 2.1 Japan,Creative Commons
Creative Commons Attribution-ShareAlike 2.0 Spain,Creative Commons Attribution-ShareAlike 2.1 Spain,Creative Commons
Creative Commons Attribution-ShareAlike 2.0 Australia,Creative Commons Attribution-ShareAlike 2.1 Australia,Creative Commons
Creative Commons Attribution-ShareAlike 1.0 Netherlands,Creative Commons Attribution-ShareAlike 2.0 Netherlands,Creative Commons
Creative Commons Attribution 2.5 South Africa,Creative Commons Attribution 3.0 South Africa,Creative Commons
Creative Commons Attribution 2.5 Portugal,Creative Commons Attribution 3.0 Portugal,Creative Commons
Creative Commons Attribution 2.5 Taiwan,Creative Commons Attribution 3.0 Taiwan,Creative Commons
Creative Commons Attribution 2.5 Poland,Creative Commons Attribution 3.0 Poland,Creative Commons
Creative Commons Attribution 2.5 Italy,Creative Commons Attribution 3.0 Italy,Creative Commons
Creative Commons Attribution 2.1 Spain,Creative Commons Attribution 2.5 Spain,Creative Commons
Creative Commons Attribution 2.1 Australia,Creative Commons Attribution 2.5 Australia,Creative Commons
Creative Commons Attribution 2.5 Netherlands,Creative Commons Attribution 3.0 Netherlands,Creative Commons
