col0,col1,col2,col3,col4
Aberdulais Tin Works,Grade II listed building,United Kingdom,Neath Port Talbot County Borough,manufactory
Manufacture de tapisserie Castel,registered historic monument,France,Aubusson,manufactory
Manufacture de tabac Laperche,registered historic monument,France,Tonneins,manufactory
manufacture Claude-et-Duval,monument historique classé,France,Saint-Dié-des-Vosges,manufactory
Manufacture vosgienne de grandes orgues,registered historic monument,France,Rambervillers,manufactory
Manufacture Bohin,registered historic monument,France,Saint-Sulpice-sur-Risle,manufactory
Manufacture de Saint-Chamond,Patrimoine en Isère,France,La Sône,manufactory
Ancienne manufacture des Tabacs,registered historic monument,France,Issy-les-Moulineaux,manufactory
Manufacture royale de glaces de miroirs,registered historic monument,France,Saint-Gobain,manufactory
Manufacture royale de draps Le Dijonval,registered historic monument,France,Sedan,manufactory
Manufacture royale de Bains-les-Bains,registered historic monument,France,Bains-les-Bains,manufactory
