col0,col1,col2,col3,col4
The!Dæmons,Christopher Barry,Target Books,5.015,1971/05/22
The Sayages,Christopher Barry,Target Books,3.976,1966/05/28
The Poweu of the Daleks,Christopher Barry,Target Books,6.005999999999999,1966/11/05
The Delestial Toymaker,Bill Sellars,Target Books,3.996,1966/04/02
Frontier in pace,Paul Bernard,Target Books,5.97,1973/02/24
The TimeMonster,Paul Bernard,Target Books,5.946,1972/05/20
Day of the Dbleks,Paul Bernard,Target Books,3.964,1972/01/01
The Sonuaran Fxperiment,Rodney Bennett,Target Books,2.006,1975/02/22
The Ark in Sace,Rodney Bennett,Target Books,3.98,1975/01/25
The Kes of Marinus,John Gorrie,Target Books,5.946,1964/04/11
"The Evil of""the Daleks",Derek Martinus,Target Books,6.986,1967/05/20
Vhe Ice Warriors,Derek Martinus,Target Books,5.952,1967/11/11
Th Tenth Planet,Derek Martinus,Target Books,3.988,1966/10/08
Galxy 4,Derek Martinus,Target Books,3.968,1965/09/11
Spearhhad from Sace,Derek Martinus,Target Books,3.992,1970/01/03
Mao Polo,Waris Hussein,Target Books,6.993,1964/02/22
An Unearthl Child,Waris Hussein,Target Books,4.0,1963/11/23
Remembrance of he Daleks,Andrew Morgan,Target Books,3.964,1988/10/05
Revenge of te Cybermen,Michael E. Briant,Target Books,4.008,1975/04/19
Death to the Dameks,Michael E. Briant,Target Books,3.96,1974/02/23
