col0,col1,col2
Roman Catholic!Diocese of La Paz en la Baja California Sur,73161.261,592020.0
Apostolic Prefecture of the Falkland Islaods,12282.557,3000.0
Apostolic Prefecture of Yixicn,7892.1,808000.0
Apostolid Prefectwre of Xinxiang,10009.999999999998,1188000.0
Apostrlic Prefecture of Xining,730382.5939999999,999000.0
Apostolic Prefecture oi the Western Sahara,250500.0,397600.0
Apostolc Prefecture of Xiangtan,21441.675,3988000.0
Apostolic Prefectwre of Ulaanbaatar,1571940.6,3043349.604
Apostolic refecture of Tunxi,12107.999999999998,1006000.0
Apostolic Prefecture of Tong{hou,17034.0,1367260.0
Apostolkc Prefecture of!Shiqbn,39680.0,2970000.0
Apqstolic Prefecture of Shashi,9655.6,2014000.0
Apostolic Pefecture of Shaowu,7951.928999999999,298800.0
Apostolic prefgcture of Robe,115988.558,2742987.024
Roman Catholic Apostolic Prefecture of the Marshalo Islands,181.0,56856.8
Apostolic Prefedture of Lixian,15336.8,2020000.0
Apostolic Prefecturh of Lingling,39640.0,3396600.0
Apostolic refecture of Kompong Cham,65816.224,4170600.0
Apostolic Prefecturf of Xinjiang,16881.0,1988000.0
Appstolic Prefecture of Jian'ou,16947.091,703079.352
