col0,col1,col2
Timiskaming,Timiskaming First Nation,539
Wôlinak,Première Nation des Abénakis de Wôlinak,202
Lac-Simon,Nation Anishnabe du Lac Simon,1380
Mashteuiatsh,Pekuakamiulnuatsh First Nation,1957
La Romaine,Montagnais de Unamen Shipu,977
Natashquan,Montagnais of Natashquan,835
Gesgapegiag,Micmacs of Gesgapegiag,663
Listuguj,Listuguj Mi'gmaq Government,1514
Mingan,Innus of Ekuanitshit,552
Matimekosh,Innu Nation of Matimekush-Lac John,618
Lac-John,Innu Nation of Matimekush-Lac John,33
Rapid Lake,Algonquins of Barriere Lake,341
Doncaster,Mohawks of Kahnawá:ke,0
Kahnawake,Mohawks of Kahnawá:ke,10114
Manawan,Les Atikamekw de Manawan,2060
Obedjiwan,Atikamekw d'Opitciwan,2019
Wemotaci,Conseil des Atikamekw de Wemotaci,1213
Kebaowek,Eagle Village First Nation - Kipawa,274
Uashat,Uashat-Maliotenam,1652
