col0,col1,col2
Caldecote Church of England Academy,2017-07-01,Church of England
Stanwell Fields CofE Primary School,2017-04-01,Church of England
"Leybourne, St Peter and St Paul Church of England Primary Academy",2017-03-01,Church of England
Leafield Church of England Primary School,2017-02-01,Church of England
Greens Norton Church of England Primary School,2017-03-01,Church of England
Mears Ashby Church of England Primary School,2017-04-01,Church of England
Tackley Church of England Primary School,2017-01-01,Church of England
Debden Church of England Voluntary Controlled Primary Academy,2017-01-01,Church of England
Thomas Whitehead CofE Academy,2017-04-01,Church of England
The Pilgrim School (A Church of England Primary With Nursery),2016-12-01,Church of England
St Anthony's Roman Catholic Primary School,2017-07-01,Catholic Church
Lubavitch Girls Primary School,2018-04-01,Judaism
Avanti House Primary School,2017-09-01,Hinduism
Holy Cross Catholic School,2018-10-01,Roman Catholic
