col0,col1,col2,col3,col4
Little Big Horn College,1980-01-01,public educational institution of the United States,United States of America,tribal colleges
Leech Lake Tribal College,1990-01-01,public educational institution of the United States,United States of America,tribal colleges
Lac Courte Oreilles Ojibwa Community College,1982-01-01,public educational institution of the United States,United States of America,tribal colleges
Fort Peck Community College,1978-01-01,public educational institution of the United States,United States of America,tribal colleges
Nueta Hidatsa Sahnish College,1973-01-01,public educational institution of the United States,United States of America,tribal colleges
Little Big Horn College,1980-01-01,tribal colleges and universities,United States of America,tribal colleges
Leech Lake Tribal College,1990-01-01,tribal colleges and universities,United States of America,tribal colleges
Lac Courte Oreilles Ojibwa Community College,1982-01-01,tribal colleges and universities,United States of America,tribal colleges
Fort Peck Community College,1978-01-01,tribal colleges and universities,United States of America,tribal colleges
Nueta Hidatsa Sahnish College,1973-01-01,tribal colleges and universities,United States of America,tribal colleges
Lac Courte Oreilles Ojibwa Community College,1982-01-01,community college,United States of America,tribal colleges
Fort Peck Community College,1978-01-01,community college,United States of America,tribal colleges
Nueta Hidatsa Sahnish College,1973-01-01,community college,United States of America,tribal colleges
Little Priest Tribal College,1989-01-01,land-grant university,United States of America,tribal colleges
Little Big Horn College,1980-01-01,land-grant university,United States of America,tribal colleges
