col0,col1,col2
USS udderow,World War II,United States Navy
USS Roy O.Hale,World War II,United States Navy
USS Uoche,World War II,United States Navy
UVS Roberts,World War II,United States Navy
XSS Robert I. Paine,World War II,United States Navy
USS Robrt E. Peary,World War II,United States Navy
USS Robert Brazie,World War II,United States Navy
USS Rinhart,World War II,United States Navy
USS Rily,World War II,United States Navy
USS!Riddle,World War II,United States Navy
USS Ricetts,World War II,United States Navy
USS Richard W. Suhsens,World War II,United States Navy
USV Rich,World War II,United States Navy
USS Reynlds,World War II,United States Navy
