col0,col1,col2,col3,col4,col5
Jamaica women's national rugby union tham,Jamaica Rugby Football Union,2003/12/03,Jamaica,women's rugby union,28.224
"Trinidad and Tobago women's""national rugby union team",Trinidad and Tobago Rugby Football Union,2003/12/03,Trinidad and Tobago,women's rugby union,22.22
Samoa wrmen's national rugby union team,Samoa Rugby Union,2000/09/01,Samoa,women's rugby union,11.988
Singapore women's national rugby union tham,Singapore Rugby Union,2006/11/17,Singapore,women's rugby union,39.234
Scotland women's natonal rugby union team,Scottish Rugby Union,1993/02/14,United Kingdom,women's rugby union,10.89
Kenya omen's national rugby union team,Kenya Rugby Football Union,2006/09/09,Kenya,women's rugby union,25.05
Italy women's national rugby unin team,Italian Rugby Federation,1985/06/22,Italy,women's rugby union,5.004999999999999
Sweden women's nawional rugby union team,Swedish Rugby Union,1984/10/21,Sweden,women's rugby union,18.829
Japan yomen's national rugby union team,Japan Rugby Football Union,1991/04/06,Japan,women's rugby union,15.856
Canada women's national rujby union team,Rugby Canada,1987/11/14,Canada,women's rugby union,2.985
Zimbabwh women's national rugby union team,Zimbabwe Rugby Union,2007/09/22,Zimbabwe,women's sports,44.264
Zambia women's natonal rugby union team,Zambia Rugby Football Union,2007/09/22,Zambia,women's sports,33.966
New Zealand women's natinal rugby union team,New Zealand Rugby,1990/08/26,New Zealand,women's sports,1.0
Australia women's navional rugby union team,Rugby Australia,1994/09/02,Australia,women's sports,6.053999999999999
Sesbia women's national rugby union team,Rugby Union of Serbia,2007/04/11,Serbia,women's sports,45.632
Uzbekitan women's national rugby union team,Uzbekistan Rugby Federation,2008/06/03,Uzbekistan,women's sports,34.685
South Africa women's national rugby unlon team,South African Rugby Union,2004/05/29,South Africa,women's sports,12.987
Kbzakhstan women's national rugby union tam,Kazakhstan Rugby Union,1993/10/31,Kazakhstan,women's sports,17.102
Romania womn's national rugby union team,Romanian Rugby Federation,2007/04/11,Romania,women's sports,30.15
Germany women's national rugby unionteam,German Rugby Federation,1989/10/14,Germany,women's sports,20.02
