col0,col1,col2,col3
German submarine U-758,German Navy,4.74,electric motor
German submarine U-187,German Navy,4.67,electric motor
SM U-4,Imperial German Navy,3.05,engine
German submarine U-999,German Navy,4.74,electric motor
U-96,German Navy,4.74,electric motor
German submarine U-99,German Navy,4.74,electric motor
German submarine U-100,German Navy,4.74,electric motor
German submarine Wilhelm Bauer,German Navy,6.2,electric motor
German submarine U-751,German Navy,4.74,electric motor
German submarine U-515,German Navy,4.7,electric motor
German submarine U-101,German Navy,4.74,electric motor
German submarine U-102,German Navy,4.74,electric motor
German submarine U-764,German Navy,4.74,electric motor
