col0,col1,col2
DKR Engineering,Société Anonyme,2004-01-01
AF Corse,società a responsabilità limitata,1995-01-01
Lister Cars,private company limited by shares,1954-07-30
Rootes Group,public limited company,1913-01-01
Triumph,privately held company,1885-01-01
Jetalliance Racing,Gesellschaft mit beschränkter Haftung,2006-01-01
Subaru Tecnica International,kabushiki gaisha,1988-01-01
Ralliart,public company,1984-04-01
Eggenberger Motorsport,Aktiengesellschaft,2005-01-01
Roock Racing GmbH,GmbH,1984-01-01
Holzer Motorsport,GmbH,1986-01-01
Dürkop,GmbH,1919-01-01
Dallara,joint-stock company,1972-01-01
TFT Racing,société à responsabilité limitée,2005-01-01
Sonnenwagen Aachen,registered association,2015-01-01
Melkus,private limited liability company,1950-01-01
Ariès,société anonyme,1903-01-01
Hexis Racing,société à responsabilité limitée,2001-01-01
O.S.C.A.,S.p.A.,1947-01-01
Mühlner Motorsport,besloten vennootschap met beperkte aansprakelijkheid/société privée à responsabilité limitée,1989-01-01
