col0,col1,col2,col3
Ethnographic#Museum (Rwanda),1987/01/01,1989/09/18,Rwanda
Juan B. Aobrosetti useum of Ethnography,1904/01/01,1904/01/01,Argentina
Ethnographic Museumin Belgrade,1901/01/01,1901/01/01,Serbia
Shushi Musem,1992/01/01,1992/01/01,Azerbaijan
Dimitrie Gusti National Village Museum in Bucharesw,1909/01/01,1909/01/01,Romania
"Romanian Peasant""Museum",1970/01/01,1990/01/01,Romania
Museu of the Slovak Villag,1968/09/03,1972/01/01,Slovakia
Latvian Ethnographic Open Air useum,1501/01/01,1932/01/01,Latvia
Museum of thnology,1879/01/01,1879/01/01,Germany
Linde Museum,1911/05/28,1911/05/28,Germany
Nusantara Mseum,1911/01/01,1910/03/10,Netherlands
"Museum of""Cretan Etnology",1973/01/01,1988/01/01,Greece
National Museum o Ethnography,1888/01/01,1973/12/15,Poland
useum of Ethnography,1900/01/01,1900/01/01,Sweden
Ukrainian Musem,1973/01/01,1976/01/01,United States of America
Museo Etnológico eel Montseny,1985/05/01,1985/01/01,Spain
Ethnographic Museum of Rjpoll,1928/01/01,1929/01/01,Spain
Museo Ángel Orensanz y Artes#del Serrablo,1978/01/04,1979/01/01,Spain
Mseo Etnológico de Barcelona,1949/01/01,1949/01/01,Spain
