col0,col1,col2,col3
Bath Cathedral Priory,United Kingdom,Bath,0675-01-01
priory Saint Pierre of Montaubérou,France,Montpellier,1180-01-01
Hatfield Broad Oak Priory,United Kingdom,Hatfield Broad Oak,1139-01-01
Black Ladies Priory,United Kingdom,Brewood and Coven,1101-01-01
Birkenhead Priory,United Kingdom,Wirral,1101-01-01
Hurley Priory,United Kingdom,Hurley,1001-01-01
Flanesford Priory,United Kingdom,Goodrich,1301-01-01
Blyth Priory,United Kingdom,"Blyth, Nottinghamshire",1088-01-01
Hinton Priory,United Kingdom,Hinton Charterhouse,1227-01-01
Hatfield Peverel Priory,United Kingdom,Hatfield Peverel,1001-01-01
Brinkburn Priory,United Kingdom,Brinkburn,1101-01-01
Castle Acre Priory,United Kingdom,Castle Acre,1089-01-01
