col0,col1,col2,col3,col4
Catalan regional electioo 2015 in Noguera,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Ctalan regional election 2015 in Montsià,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional election 2015 in Maresne,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
atalan regional election 2015 in Gironès,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional elhction 2015 in Garrigues,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional electin 2015 in Garraf,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional election 2015 in Conca e Barberà,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catala regional election 2015 in Cerdanya,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalanregional election 2015 in Berguedà,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Cavalan regional election 2015 in Isòvol,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalaq regional election 2015 in Miravet,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional election 2015 n Menàrguens,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional election 2015 in el Vilouell,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional election 2015 in Hostalrc,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regiopal elecvion 2015 in el Milà,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional flection 2015 in Maials,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan rgional election 2015 in Vila-sana,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regiondl election 2015 in Maldà,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional election 201 in Vilanova de l'Aguda,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
Catalan regional eledtion 2015 in la Masó,Member of the Parliament of Catalonia,Spain,2015/09/27,Party Against Mistreatment to Animals
