col0,col1,col2,col3
Pel-Air,Saab 340,Regional Express Holdings,Regional Express Holdings
Cobham Aviation Services Australia,Boeing 717,Cobham plc,Cobham plc
Aeroflot,Boeing 777,Federal Agency for State Property Management,Government of Russia
Hong Kong Airlines,A320 family,Hainan Airlines,Hainan Airlines
Eagle Airways,Beechcraft 1900,Air New Zealand,Air New Zealand
Shenzhen Airlines,A320 family,Air China,Air China
Tiger Airways Australia,A320 family,Tiger Airways Holdings,Virgin Australia Holdings
LATAM Brasil,Boeing 767,LATAM Airlines Group,LATAM Airlines Group
EVA Air,Boeing 777,Evergreen Group,Evergreen Group
Rossiya,A320 family,Aeroflot,Aeroflot
Aerolíneas Argentinas,A340235,Government of Argentina,Government of Argentina
