col0,col1,col2,col3,col4,col5
Vu de l'extérieur,studio album,Serge Gainsbourg,"33 RPM 12"" vinyl",1973-11-16,Philips Records
My Generation,mono,The Who,"33 RPM 12"" vinyl",1965-12-03,Brunswick
"Through the Past, Darkly (Big Hits, Vol. 2)",stereo,The Rolling Stones,"33 RPM 12"" vinyl",1969-09-13,London Records
Their Satanic Majesties Request,stereo,The Rolling Stones,"33 RPM 12"" vinyl",1967-12-08,London Records
Are You Experienced?,mono,The Jimi Hendrix Experience,"33 RPM 12"" vinyl",1967-08-23,Reprise Records
Sings My Generation,mono,The Who,"33 RPM 12"" vinyl",1966-04-25,Decca
"Through the Past, Darkly (Big Hits Vol. 2)",stereo,The Rolling Stones,"33 RPM 12"" vinyl",1969-11-01,Decca
Pretzel Logic,gatefold cover,Steely Dan,"33 RPM 12"" vinyl",1974-02-20,ABC Records
Due anni dopo,mono,Francesco Guccini,"33 RPM 12"" vinyl",1970-01-01,Columbia Records
"Parsley, Sage, Rosemary and Thyme",mono,Simon & Garfunkel,"33 RPM 12"" vinyl",1966-10-10,Columbia Records
The Piper at the Gates of Dawn,mono,Pink Floyd,"33 RPM 12"" vinyl",1967-08-01,Columbia Records
Milva,mono,Milva,"33 RPM 12"" vinyl",1967-01-01,Ricordi
