col0,col1,col2
Shibuya Ward Rinsen Elementary School,11,327
Shibuya Ward Hatomori Elementary School,6,121
Shiba Chūō Elementary School,23,442
Mizumoto Chūō Elementary School,6,50
Tsutsui Elementary School,17,443
Tsutsui Minami Elementary School,15,371
Shinjō Chūō Elementary School,18,492
Goshogawara City Chūō Elementary School,17,326
Ninohe City Chūō Elementary School,12,224
Nakano City Yato Elementary School,12,344
Taimei Elementary School,12,331
Nihonbashi Elementary School,13,388
Setagaya City Wakabayashi Elementary School,15,423
Soshigaya Elementary School,19,677
