col0,col1,col2,col3
Romanian Peasant Museum,Bucharest,1970-01-01,Romania
Museum of the Slovak Village,Martin,1968-09-03,Slovakia
Latvian Ethnographic Open Air Museum,Berģi,1501-01-01,Latvia
Ethnological Museum of Berlin,Dahlem,1886-01-01,Germany
State Museum of Ethnology,Lehel,1862-01-01,Germany
Museum of Ethnology,Rotherbaum,1879-01-01,Germany
Linden Museum,Stuttgart,1911-05-28,Germany
Nusantara Museum,Sint-Agathaklooster,1911-01-01,Netherlands
Izmir Ethnography Museum,İzmir,1984-01-01,Turkey
Ethnographic Museum of Kraków,Kraków,1910-01-01,Poland
