col0,col1,col2
Parliament Hill School,1906-01-01,London Borough of Camden
Rosendale Primary School,2017-05-01,London Borough of Lambeth
Redlands Primary School,1891-01-01,Reading
Redbridge Community School,1958-01-01,Southampton
Raynes Park High School,1935-01-01,London Borough of Merton
St Giles School,1925-01-01,London Borough of Croydon
Tanbridge House School,1976-01-01,West Sussex
Sackville School,1859-01-01,West Sussex
The Ashcombe School,1976-01-01,Surrey
Reigate School,1958-01-01,Surrey
Southam College,2017-04-01,Warwickshire
Stowupland High School,2016-09-01,Suffolk
Stowmarket High School,1909-01-01,Suffolk
Sprowston Community High School,2018-02-01,Norfolk
Smithdon High School,1954-01-01,Norfolk
"Queen Elizabeth High School, Hexham",1599-01-01,Northumberland
Prudhoe Community High School,1958-01-01,Northumberland
Ponteland High School,1972-01-01,Northumberland
Greatfield Park Primary School,1900-01-01,Gloucestershire
"The Latimer Primary School, Anstey",1900-01-01,Leicestershire
