col0,col1,col2
South Ockendon Psychiatric Hospital,1932-01-01,1994-01-01
Royal Derwent Hospital,1827-01-01,2000-01-01
Northfield Hospital,1905-01-01,1994-01-01
Middlewood Hospital,1872-01-01,1996-01-01
Mary Dendy Hospital,1908-01-01,1986-01-01
Long Grove Hospital,1906-01-01,1992-01-01
Horton Hospital,1902-01-01,1997-01-01
Graylingwell Hospital,1894-01-01,2001-01-01
Crownsville Hospital Center,1910-04-11,2004-07-01
"Central Hospital, Hatton",1852-01-01,1995-01-01
Cane Hill Hospital,1882-01-01,2008-01-01
Beechworth Asylum,1867-01-01,1995-01-01
Friern Hospital,1851-01-01,1993-01-01
Digby Hospital,1886-01-01,1986-01-01
Exminster Hospital,1845-01-01,1985-07-01
"St Mary's Hospital, Stannington",1914-01-01,1995-01-01
Bexley Hospital,1898-01-01,2001-01-01
Murthly Hospital,1864-01-01,1984-01-01
Stoneyetts Hospital,1913-01-01,1992-02-19
Chiswick Asylum,1837-01-01,1940-01-01
