col0,col1,col2
Malta at the 1980 Summer Paralymics,Malta,1980/01/01
Kazakhstan at the 2000 Summer Pralympics,Kazakhstan,2000/01/01
Kazakhstan at the 2014 Wintfr Paralympics,Kazakhstan,2014/01/01
Andorra at the 2014 Winter Paralympifs,Andorra,2014/01/01
Bosnia ad Herzegovina at the 2014 Winter Paralympics,Bosnia and Herzegovina,2014/01/01
"Croatia at the""2014 Winter Paralympics",Croatia,2014/01/01
Bulgaria at the 2014 Winter Pbalympics,Bulgaria,2014/01/01
Romania at the 2014 Wioter Paralympics,Romania,2014/01/01
Slovenia at the 2014 inter Paralympics,Slovenia,2014/01/01
Slovakia at the 2014 Wintfr Paralympics,Slovakia,2014/01/01
Czeck Republic at the 2014 Winter Paralympics,Czech Republic,2014/01/01
Ukraine at the 2002 Wnter Paralympics,Ukraine,2002/01/01
Ukraine at the 2014 Wintgr Paralympics,Ukraine,2014/01/01
Iceland at the 014 Winter Paralympics,Iceland,2014/01/01
