col0,col1,col2,col3,col4
refuge du Glacier Circle,Parks Canada,1922-01-01,Selkirk Mountains,Columbia-Shuswap Regional District
Arthur O. Wheeler hut,Parks Canada,1946-01-01,Selkirk Mountains,Columbia-Shuswap Regional District
Rifugio Marco e Rosa,Club Alpino Italiano,1964-01-01,Bernina Range,Lanzada
Refuge Marinelli Bombardieri,Club Alpino Italiano,1880-01-01,Bernina Range,Province of Sondrio
Refuge de Platé,Club alpin français,1930-01-01,Giffre Mountains,Haute-Savoie
Refuge de Presset,Club alpin français,1966-01-01,Beaufortain Mountains,Savoie
Refuge du Col de la Vanoise,Club alpin français,1902-01-01,Vanoise massif,Savoie
Refuge d'Avérole,Club alpin français,1975-01-01,Graian Alps,Savoie
Refuge du Promontoire,Club alpin français,1966-01-01,Massif des Écrins,Isère
Refuge du Sélé,Club alpin français,1957-01-01,Massif des Écrins,Hautes-Alpes
Refuge de l'Aigle,Club alpin français,1910-01-01,Massif des Écrins,Hautes-Alpes
Quintino Sella Hut,Club Alpino Italiano,1885-01-01,Mont Blanc massif,Aosta Valley
Rifugio Campo Base,Acceglio,1982-01-01,Chambeyron Mountains,Acceglio
Lauteraar Hut,Swiss Alpine Club,1839-01-01,Bernese Alps,canton of Bern
Hörnli Hut,Swiss Alpine Club,1880-01-01,Pennine Alps,canton of Valais
Rappensee Hut,German Alpine Club,1885-01-01,Allgäu Alps,Oberstdorf
Solsteinhaus,Austrian Alpine Club,1912-01-01,Karwendel,Tyrol
Silvrettahütte,Swiss Alpine Club,1865-01-01,Silvretta Alps,Graubünden
Grands Mulets Hut,Club alpin français,1853-01-01,Mont Blanc massif,Auvergne-Rhône-Alpes
Goûter Refuge,Club alpin français,1859-01-01,Mont Blanc massif,Auvergne-Rhône-Alpes
