col0,col1,col2,col3
PAGASA,Quezon City,1972-12-08,Philippines
Pakistan Meteorological Department,Islamabad,1947-01-01,Pakistan
Malaysian Meteorological Department,Petaling Jaya,1946-01-01,Malaysia
Tuvalu Meteorological Service,Funafuti,1951-01-01,Tuvalu
India Meteorological Department,Lodhi Road,1875-01-01,India
Meteorological Service of New Zealand,Wellington,1992-01-01,New Zealand
Bureau of Meteorology,Melbourne,1908-01-01,Australia
Cuban Meteorological Institute,Havana,1965-01-01,Cuba
China Meteorological Administration,Beijing,1949-01-01,People's Republic of China
Met Office,Exeter,1854-01-01,United Kingdom
Météo-France,Paris,1993-06-01,France
Central Institute for Meteorology and Geodynamics,Hohe Warte,1851-01-01,Austria
Federal Office of Meteorology and Climatology MeteoSwiss,Zurich Airport,1880-01-01,Switzerland
Danish Meteorological Institute,Copenhagen,1872-01-01,Denmark
