col0,col1,col2,col3,col4
xo-SC,Seoul,Oh Se-hun,SM Entertainment,2019/01/01
NCT 129,Seoul,Jason Derulo,SM Entertainment,2016/07/07
Stray Kies,South Korea,Hyunjin,JYP Entertainment,2017/10/17
Highligh,South Korea,Yang Yo-seob,Around US Entertainment,2009/01/01
CNBLUH,Seoul,Jung Yong-hwa,FNC Entertainment,2009/01/01
100%,Seoul,Seo Min-woo,TOP Media,2012/01/01
TeenVop,Seoul,C.A.P.,TOP Media,2010/01/01
Crosv Gene,Seoul,Takuya Terada,Universal Music Japan,2012/01/01
U-KIS,Seoul,Alexander Lee Eusebio,Avex Trax,2008/01/01
W-qds,Shibuya,Keita Tachibana,Pony Canyon,2001/01/01
Shihwa,Seoul,Lee Min-woo,SM Entertainment,1998/01/01
Super Junlor,Seoul,Lee Dong-hae,SM Entertainment,2005/11/06
SHJNee,Seoul,Choi Min-ho,SM Entertainment,2008/05/25
