col0,col1,col2
British High Commission Lusaka,High Commissioner of the United Kingdom to Zambia,Lusaka
British High Commission Lilongwe,High Commissioner of the United Kingdom to Malawi,Lilongwe
"British High Commission, Nairobi",High Commissioner of the United Kingdom to Kenya,Nairobi
British High Commission Kigali,ambassador of the United Kingdom to Rwanda,Kigali
British High Commission Nicosia,High Commissioner of the United Kingdom to Cyprus,Nicosia
British High Commission Yaounde,High Commissioner of the United Kingdom to Cameroon,Yaoundé
British High Commission Freetown,High Commissioner of the United Kingdom to Sierra Leone,Freetown
British High Commission Banjul,High Commissioner of the United Kingdom to the Gambia,Banjul
British High Commission Belmopan,High Commissioner of the United Kingdom to Belize,Belmopan
"British High Commission, Ottawa",High Commissioner of the United Kingdom to Canada,Ontario
British High Commission Kuala Lumpur,High Commissioner of the United Kingdom to Malaysia,Kuala Lumpur
British High Commission Islamabad,High Commissioner of the United Kingdom to Pakistan,Islamabad
"High Commission of India, Islamabad",Indian Ambassadors to Pakistan,Islamabad
British Deputy High Commission Hyderabad,High Commissioner of the United Kingdom to India,Hyderabad
British Deputy High Commission Bengaluru,High Commissioner of the United Kingdom to India,Bengaluru
