col0,col1,col2,col3,col4,col5
ARA Veinticinco de Mayo,Cammell Laird,Royal Navy,United Kingdom,Colossus,Falklands War
ARA Independencia,Harland and Wolff,Royal Canadian Navy,Canada,Colossus,Korean War
Japanese aircraft carrier Hiyō,Kawasaki Heavy Industries,Imperial Japanese Navy,Empire of Japan,Hiyō class aircraft carrier,World War II
USS Saipan,New York Shipbuilding Corporation,United States Navy,United States of America,Saipan-class aircraft carrier,World War II
HMS Bulwark,Harland and Wolff,Royal Navy,United Kingdom,Centaur-class aircraft carrier,World War II
Japanese aircraft carrier Zuihō,Yokosuka Naval Arsenal,Imperial Japanese Navy,Empire of Japan,Zuihō-class aircraft carrier,World War II
HMS Venerable,Cammell Laird,Royal Navy,United Kingdom,Colossus,World War II
USS Bataan,New York Shipbuilding Corporation,United States Navy,United States of America,Independence class aircraft carrier,World War II
USS San Jacinto,New York Shipbuilding Corporation,United States Navy,United States of America,Independence class aircraft carrier,World War II
USS Cabot,New York Shipbuilding Corporation,United States Navy,United States of America,Independence class aircraft carrier,World War II
USS Princeton,New York Shipbuilding Corporation,United States Navy,United States of America,Independence class aircraft carrier,World War II
USS Monterey,New York Shipbuilding Corporation,United States Navy,United States of America,Independence class aircraft carrier,World War II
