col0,col1,col2,col3
Northwich Infirmary,1887-01-01,United Kingdom,"Victoria Infirmary, Old Wing"
Kepier Hospital,1112-06-01,United Kingdom,Great Gateway To Kepier Hospital
New York Hospital,1771-01-01,United States of America,Payne Whitney Psychiatric Clinic
Hackensack University Medical Center,1881-01-01,United States of America,Hackensack Medical Center heliport
Highlands Hospital,1883-01-01,United Kingdom,Former Ambulance Station At Highlands Hospital
St Bernard's Hospital,1831-01-01,United Kingdom,West Lodge To St Bernards Hospital
Maastricht University Medical Centre,1991-01-01,Netherlands,"Faculty of Health, Medicine and Life Sciences"
Spaarne Hospital,1989-01-01,Netherlands,Spaarne Hospital Hoofddorp
St Bernard's Hospital,1831-01-01,United Kingdom,St Bernard's Hospital
Fort Belvoir Community Hospital,1957-01-01,United States of America,Fort Belvoir Community Hospital heliport
Severalls Hospital,1913-01-01,United Kingdom,"Recreation Hall, Severalls"
Royal South Hants Hospital,1835-01-01,United Kingdom,Chapel To The Royal South Hampshire Hospital
Royal Berkshire Hospital,1839-01-01,United Kingdom,Main Block And Flanking Wings At Royal Berkshire Hospital
Hôpital Notre-Dame,1880-01-01,Canada,Pavillon Mailloux
The Ottawa Hospital,1998-01-01,Canada,Ottawa Civic Hospital
