col0,col1,col2
Guam national rugby union team,United States of America,Asian Five Nations
Namibia Fed Cup team,Namibia,Fed Cup
Paraguay Fed Cup team,Paraguay,Fed Cup
Cyprus Fed Cup team,Republic of Cyprus,Fed Cup
Macedonia Fed Cup team,North Macedonia,Fed Cup
Iceland Fed Cup team,Iceland,Fed Cup
Germany Fed Cup team,Germany,Fed Cup
Russia Fed Cup team,Russia,Fed Cup
Denmark Fed Cup team,Denmark,Fed Cup
Slovakia men's national ice hockey team,Slovakia,2014 IIHF World Championship
Canada men's national ice hockey team,Canada,2014 IIHF World Championship
Liechtenstein Fed Cup team,Liechtenstein,Fed Cup
Great Britain at the 2012 Summer Paralympics,United Kingdom,2012 Summer Paralympics
South Africa Fed Cup team,South Africa,Fed Cup
Ukraine Fed Cup team,Ukraine,Fed Cup
Estonia Fed Cup team,Estonia,Fed Cup
Kazakhstan men's national ice hockey team,Kazakhstan,2014 IIHF World Championship
Latvia men's national ice hockey team,Latvia,2014 IIHF World Championship
France men's national ice hockey team,France,2014 IIHF World Championship
Denmark men's national ice hockey team,Denmark,2014 IIHF World Championship
