col0,col1,col2
Vdara,2009-01-01,Nevada
Disney's Yacht Club Resort,1990-11-05,Florida
Disney's Coronado Springs Resort,1997-01-01,Florida
Hilton Bali Resort,2016-12-01,Bali
Honor Mansion,1883-01-01,Healdsburg
Resorts World Las Vegas,2013-03-01,Winchester
Atayal Resort,1992-01-01,Ren'ai Township
NORTHERN ARC RESORT,2008-07-01,Kitami
Huzulschyna,1963-01-01,Yaremche
Yun Hsien Resort,1967-08-06,Wulai District
Fairmont Sonoma Mission Inn & Spa,1927-01-01,Sonoma
Phoenician Resort,1988-01-01,Arizona
THEhotel,2002-05-23,Paradise
Allegretto Vineyard Resort,2015-01-01,Paso Robles
Hilton Ras Al Khaimah Resort & Spa,2001-01-01,Ras al-Khaimah
Kuopion Saana,2019-01-01,Kuopio
Swiss Holiday Park,1982-01-01,Morschach
Monte Carlo Resort and Casino,1995-03-01,Las Vegas
Globe Tower,1906-05-26,Brooklyn
