col0,col1,col2,col3
Le Scorpion Masqué,Canada,Montreal,2006-01-01
Gameloft,France,Paris,1999-01-01
Schmidt Spiele,Germany,Berlin,1907-01-01
West End Games,United States of America,New York City,1974-01-01
Hobby Japan,Japan,Japan,1969-01-01
"Juguetes Falomir, S.A.",Spain,L'Eliana,1945-01-01
Lancelot Games,Sweden,Nynäshamn,1989-01-01
Gerhards Spiel und Design,Germany,Ransbach-Baumbach,1931-01-01
Asterion Press,Italy,Correggio,2005-01-01
Arkhane Asylum Publishing,France,Nice,2012-01-01
dlp games,Germany,Herzogenrath,2009-01-01
"Cranium, Inc.",United States of America,Seattle,1998-01-01
Giochi Uniti,Italy,Naples,2006-01-01
Outset Media,Canada,Victoria,1996-01-01
Mantikore-Verlag,Germany,Frankfurt am Main,2008-01-01
Lautapelit.fi,Finland,Helsinki,1996-01-01
Target Games,Sweden,Stockholm,1980-01-01
Arclight,Japan,Tokyo,1998-02-13
Splotter Spellen,Netherlands,Arnhem,1997-01-01
