col0,col1,col2,col3,col4
villa Georgina,45,rue Taclet,1892-01-01,20th arrondissement of Paris
villa Amalia,70,rue de la Liberté,1892-01-01,19th arrondissement of Paris
villa Eugène-Leblanc,80,rue de Bellevue,1913-01-01,19th arrondissement of Paris
villa Jules-Laforgue,52,rue Miguel-Hidalgo,1926-01-01,19th arrondissement of Paris
villa Claude-Monet,55,rue François-Pinton,1928-01-01,19th arrondissement of Paris
villa Dancourt,140,boulevard Marguerite-de-Rochechouart,1933-01-01,18th arrondissement of Paris
villa Guizot,68,rue des Acacias,1819-01-01,17th arrondissement of Paris
villa Eugène-Manuel,57,rue Eugène-Manuel,1929-01-01,16th arrondissement of Paris
villa Copernic,40,rue Copernic,1890-01-01,16th arrondissement of Paris
villa Chanez,53,rue Chanez,1930-01-01,16th arrondissement of Paris
villa Dufresne,80,boulevard Murat,1885-01-01,16th arrondissement of Paris
villa Claude-Lorrain,52,avenue de la Frillière,1887-01-01,16th arrondissement of Paris
villa Cheysson,110,avenue Georges-Risler,1887-01-01,16th arrondissement of Paris
villa Herran,100,rue de la Pompe,1867-01-01,16th arrondissement of Paris
villa Guibert,80,rue de la Tour,1895-01-01,16th arrondissement of Paris
