col0,col1,col2,col3,col4
In-depth survey report: comparison of two acoustic test fixtures for measurement of impulse peak insertion loss,2013-11-01,manufacturing,William J. Murphy,National Institute for Occupational Safety and Health
In-depth survey report: design and construction of an acoustic shock tube for generating high-level impulses to test hearing protection devices,2012-05-01,manufacturing,William J. Murphy,National Institute for Occupational Safety and Health
"Walk-through survey report: styrene and noise exposures during fiber reinforced plastic boat manufacturing at Island Packet Yachts (IPY), Largo, Florida, report no. CT-306-15a",2006-02-01,styrene,Rebecca M. Valladares,National Institute for Occupational Safety and Health
"Control technology and exposure assessment for occupational exposure to crystalline silica: stone monument manufacturing - Hirons Memorial Works, Inc., Mount Orab, Ohio, report no. CT-247-22",2003-03-01,quartz,William A. Heitbrink,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2003-0364-3012, Mesaba Airlines, Inc., Minneapolis, MN",2006-08-01,carbon monoxide,Randy L. Tubbs,National Institute for Occupational Safety and Health
Fire fighter-emergency medical technician suffers sudden cardiac death after multiple emergency responses - Massachusetts,2008-12-01,public security,Tommy N. Baldwin,National Institute for Occupational Safety and Health
Fire fighter suffers sudden cardiac death while performing driver/operator duties at a residential structure fire - New Jersey,2013-01-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter suffers sudden cardiac death while fighting wildland fire - Virginia,2011-05-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter collapses at residential fire due to sudden cardiac event - New York,2013-03-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter suffers fatal heart attack while fighting residential fire - New Jersey,2009-05-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter trainee suffers sudden cardiac death during maze training - Virginia,2009-07-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Captain suffers heart attack during fire suppression and dies two days later - Texas,2015-07-31,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
"In-depth survey report: evaluation of engineering controls for the mixing of flavoring chemicals at Gold Coast Ingredients, Inc., Commerce, California, report no. EPHB-322-11a",2008-01-01,"butane-2,3-dione",Alan S. Echt,National Institute for Occupational Safety and Health
"In-depth survey report: control of silica exposure in construction scabbling concrete at Frank Messer and Sons Construction Company, Hebron, Kentucky, report no. CT-247-15d",2002-04-01,quartz,Alan S. Echt,National Institute for Occupational Safety and Health
"In-depth survey report: a laboratory evaluation of capture efficiencies of the vacuum cutting system on a Wirtgen W 250 cold milling machine at Payne & Dolan Inc., Racine, Wisconsin",2011-09-01,quartz,Stanley A. Shulman,National Institute for Occupational Safety and Health
In-depth survey report: respirable crystalline silica exposure during pavement milling using a Caterpillar milling machine equipped with a local exhaust ventilation system,2014-09-01,quartz,Stanley A. Shulman,National Institute for Occupational Safety and Health
"Survey report: control technology evaluation for controlling worker exposure to asphalt fumes from roofing kettles: kettle operated using an afterburner system at Nicholes Elementary School, San Antonio, Texas, report no. CT-231-20a",2004-03-01,benzene,David A. Marlow,National Institute for Occupational Safety and Health
"Evaluation of carbon monoxide concentration with and without catalytic emission controls from gasoline propulsion engines, report no. CT-289-12a",2007-04-01,carbon monoxide,David A. Marlow,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA 99-0260-2906, Marx Industries, Inc., Sawmills, North Carolina",2003-06-01,arsenic,Douglas B. Trout,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2005-0030-2968, Headlee Roofing, Mesa, Arizona",2008-03-01,quartz,Charles A. Mueller,National Institute for Occupational Safety and Health
