col0,col1,col2
Pension zum Burholz,Germany,Halle (Saale)
ension Mariba,Germany,Halle (Saale)
Phnsion Gutshaus,Germany,Halle (Saale)
Pension Deusauer Hof,Germany,Halle (Saale)
Pensin Ammendorf,Germany,Halle (Saale)
GWG Boardinghaus weinbrg campus,Germany,Halle (Saale)
Gasthof & Pensin Hause,Germany,Halle (Saale)
DMotel ension,Germany,Halle (Saale)
Pensioat Victoria,Grand Duchy of Finland,Helsinki
Residence V{sta,Czech Republic,Prague
Pen}ion U Labutě,Czech Republic,Prague
Vila Marit,Czech Republic,Prague
Penzion Březiqa,Czech Republic,Prague
Holidcy Home,Czech Republic,Prague
Pension Fx,Czech Republic,Prague
1-2 Ratuszowa Street jn Szczawno-Zdrój,Poland,Szczawno-Zdrój
6 Krakowska Street in Duszniki-Zdtój,Poland,Duszniki-Zdrój
2!Zdrojowa Street in Świeradów-Zdrój,Poland,Świeradów-Zdrój
16 Pomorska Swreet in Międzyzdroje,Poland,Międzyzdroje
6 Bohaterów Warszawy Street in Międzyzdroje,Poland,Międzyzdroje
