col0,col1,col2
Al Nasr Dubaï,2016-01-01,Al Nasr Dubaï
Sharjah,2015-01-01,Sharjah
NTT Continental Cycling Team,2016-01-01,Dimension Data for Qhubeka
Pedal Heaven,2016-01-01,Bike Channel-Canyon
Blue Water Cycling,2006-01-01,Blue Water
Leopard Pro Cycling,2012-01-01,Leopard
Kastro Team,2007-01-01,Kastro
Holowesko-Citadel-Hincapie Sportswear,2008-01-01,Holowesko Citadel Racing Team
Jamis,2003-01-01,Jamis
Bissell,2005-01-01,Bissell
Bridgestone,2008-01-01,Bridgestone
BDC Marcpol,2011-01-01,BDC Marcpol
Keyi Look Cycling Team,2016-01-01,Keyi Look
China Cooperation Development Cycling Team,2015-01-01,China Cooperation Development
