col0,col1,col2,col3,col4
Agrisano,Brugg,insurance industry,1997-01-01,foundation
AXA,Paris,financial services,1985-01-01,société anonyme
China Taiping Insurance Holdings,Hong Kong,insurance,2000-01-01,public limited company
UnipolSai,Bologna,financial services,2014-01-06,S.p.A.
ASR Nederland,ASR headquarters,insurance industry,2008-01-01,Naamloze vennootschap
Pensions-Sicherungs-Verein (Germany),Rodenkirchen,insurance company,1975-01-01,mutual organization
Gothaer Versicherung,Cologne,insurance company,2013-02-04,mutual organization
Credit Mutuel,Strasbourg,financial services,1885-01-01,credit union
Alte Leipziger – Hallesche,Oberursel,insurance company,1819-01-01,mutual insurance
USAA,San Antonio,financial services,1922-06-20,mutual insurance
Ergo Group,Düsseldorf,insurance industry,1997-01-01,Aktiengesellschaft
Zurich Gruppe Deutschland,Frankfurt am Main,insurance company,1875-01-01,Aktiengesellschaft
Allianz SE,Munich,financial services,1890-02-05,Societas Europaea
Crédit mutuel Arkéa,Le Relecq-Kerhuon,financial services,2001-01-01,S.A.
Württembergische Versicherung,Stuttgart,insurance industry,1828-01-01,joint-stock company
Barmenia,Wuppertal,insurance company,1904-01-01,joint-stock company
D.A.S.,Munich,insurance company,1928-01-01,joint-stock company
Skandia,Stockholm,financial services,1855-01-01,joint-stock company
Fondiaria-Sai,Turin,financial services,2002-12-31,joint-stock company
Mapfre,Majadahonda,insurance,1933-01-01,joint-stock company
