col0,col1,col2
Communauté de communes des Trois Rivières,22079,26
Communauté de communes du Pays des Sorgues et des Monts de Vaucluse,33960,5
Communauté de communes du Pays de l'Ourcq,18337,22
Communauté de communes du Pays de Villeneuve en Armagnac Landais,6414,12
Communauté de communes du Pays de Tronçais,7625,15
Communauté de communes Tille et Venelle,5079,18
Communauté de communes des Terres d'Auxois,16540,76
Communauté de communes de Pouilly-en-Auxois et Bligny-sur-Ouche,8910,47
Communauté de communes du Pays Arnay Liernais,7432,34
Communauté de communes Norge et Tille,16125,14
Communauté de communes des Campagnes de l'Artois,34602,96
Communauté de communes Serein et Armance,24882,29
Communauté de communes du Ternois,39172,103
Communauté de communes Cœur de Maurienne Arvan,15341,14
Communauté de communes Xaintrie Val'Dordogne,12013,30
Communauté de communes de la Porte des Vosges Méridionales,30624,10
Anjou Bleu Communauté,36001,11
Communauté de communes des Lacs et Montagnes du Haut-Doubs,16124,32
Intercom Bernay Terres de Normandie,57513,75
Communauté de communes du Vexin Normand,33047,39
