col0,col1,col2
Roman Catholic Archdiocese of Camagüey,"Our Lady of Candelaria Cathedral, Camagüey",Wilfredo Pino Estévez
Roman Catholic Archdiocese of Foggia-Bovino,Foggia Cathedral,Vincenzo Pelvi
Roman Catholic Archdiocese of Tokyo,St. Mary's Cathedral,Tarcisio Isao Kikuchi
"Roman Catholic Archdiocese of Antequera, Oaxaca","Cathedral of Our Lady of the Assumption, Oaxaca",Pedro Vázquez Villalobos
Roman Catholic Archdiocese of Seattle,St. James Cathedral,Paul D. Etienne
Roman Catholic Archdiocese of Agaña,Dulce Nombre de Maria Cathedral Basilica,Michael J. Byrnes
Archdiocese of Nueva Segovia,Vigan Cathedral,Marlo Mendoza Peralta
Roman Catholic Archdiocese of Coro,"Cathedral Basilica of St. Ann, Coro",Mariano José Parra Sandoval
Roman Catholic Archdiocese of Cuenca,New Cathedral of Cuenca,Marco Pérez Caicedo
Roman Catholic Archdiocese of Calabozo,"All Saints Cathedral, Calabozo",Manuel Felipe Díaz Sánchez
Roman Catholic Archdiocese of Jalapa,Xalapa Cathedral,Hipólito Reyes Larios
Roman Catholic Archdiocese of San Antonio,Cathedral of San Fernando,Gustavo García-Siller
Roman Catholic Archdiocese of Reggio Calabria-Bova,Reggio Calabria Cathedral,Giuseppe Fiorini Morosini
Roman Catholic Archdiocese of Omaha,St. Cecilia Cathedral,George Joseph Lucas
Roman Catholic Archdiocese of Kumasi,"St Peter's Cathedral Basilica, Kumasi",Gabriel Justice Yaw Anokye
Roman Catholic Archdiocese of Siracusa,Cathedral of Syracuse,Salvatore Pappalardo
Roman Catholic Archdiocese of Agrigento,Agrigento Cathedral,Francesco Montenegro
Archdiocese of San Fernando,San Fernando Cathedral,Florentino Lavarias
Roman Catholic Archdiocese of Adelaide,St Francis Xavier's Cathedral,Gregory O'Kelly
Roman Catholic Archdiocese of Rosario,Cathedral Basilica of Our Lady of the Rosary,Eduardo Eliseo Martín
