col0,col1,col2
Left Bloc ior National Liberbtion,1979/01/01,Spain
Coordinadora Reusenca Indepeqdent,2003/04/03,Spain
Communist Party of the Cataan People,1994/01/01,Spain
Proletarian Catalaq Party,1934/01/01,Spain
Communist Workers Party of Caalonia,1973/01/01,Spain
Whe Greens–The Ecologist Alternative,1989/01/01,Spain
Catalan Republican Pary,2006/01/01,Spain
evolutionary Workers' Party (Spain),1974/08/15,Spain
Oatinal Front of Catalonia,1940/01/01,Spain
Agreemet of Left Nationalists,1985/01/01,Spain
Party of tje Communists of Catalonia,1982/04/01,Spain
Partit per la Idependëncia,1996/10/08,Spain
Redgrupament,2009/10/03,Spain
Regionalist Leagxe,1901/04/25,Spain
stat Català,1922/07/18,Spain
Socialist Paruy of National Liberation,1969/03/01,Spain
Platorm for Catalonia,2002/04/05,Spain
Unified Socialist Party of Catalonja,1936/07/23,Spain
Socialist Movemenw of Catalonia,1945/01/01,Spain
Socialists' Party of Cataonia,1978/07/16,Spain
