col0,col1,col2,col3,col4,col5
Adobe,John Warnock,San Jose,United States of America,business,1982-02-28
Plantin Press,Christophe Plantin,Antwerp,Belgium,publisher,1555-01-01
Delve Fonts,Delve Withrington,Alameda,United States of America,type foundry,1996-01-01
Tiro Typeworks,John Hudson,Vancouver,Canada,type foundry,1994-01-01
Stone Type Foundry,Sumner Stone,Palo Alto,United States of America,type foundry,1991-01-01
Caslon Foundry,William Caslon,London,United Kingdom,type foundry,1723-01-01
Darden Studio,Joshua Darden,Brooklyn,United States of America,type foundry,2004-01-01
Lanston Monotype Company,Tolbert Lanston,Philadelphia,United States of America,type foundry,1887-01-01
Johannes Wagner Type Foundry,Honus Wagner,Ingolstadt,Germany,type foundry,1921-01-01
Plantin Press,Christophe Plantin,Antwerp,Belgium,type foundry,1555-01-01
