col0,col1,col2
Bunkyo Daisan Junior High School,Bunkyō-ku,state school
Hongoudai Junior High School,Bunkyō-ku,state school
Noshiro Daini Junior High School,Noshiro,state school
Katsushika City Daido Junior High School,Katsushika-ku,state school
Saga Prefectural Konan Junior School and Tosu High School,Tosu,state school
Shizuoka Gakuen School,Aoi-ku,private school
Seien Girls' High School,Naka-ku,private school
"Kobe Ryūkoku Junior High School, High School",Chūō-ku,private school
Shitennoji Junior and Senior High School,Tennōji-ku,private school
Seifu Junior/Senior High School,Tennōji-ku,private school
Gunma Kokusai Academy,Ōta,private school
Gyosei International School,Kisarazu,private school
Yachiyo Shoin Junior High School & Senior High School,Yachiyo,private school
Kindai High School,Higashiōsaka,private school
Koyo Gakuin High School,Nishinomiya,private school
Joshibi High School of Art and Design,Suginami-ku,private school
Yamanashi Gakuin Junior high school and Senior High School,Kōfu,private school
Friends School,Minato-ku,private school
Azabu High School,Minato-ku,private school
Gakushuin Girls' Junior & Senior High School,Shinjuku-ku,private school
