col0,col1,col2
Victor Studios,Fort Lee,1917-01-01
Fleischer Studios,Broadway,1942-08-28
Essanay Studios,Chicago,1920-01-01
Pasquali Film,Turin,1919-01-01
Istituto Luce,Rome,2009-05-01
PolyGram Filmed Entertainment,London,1999-01-01
Independent Moving Pictures,New York City,1917-01-01
Fischerkoesen Studios,Potsdam,1945-01-01
Vesuvio Films,Naples,1914-01-01
Società Anonima Stefano Pittaluga,Turin,1936-01-01
Gloria Films,Turin,1916-12-01
Gladiator Film,Turin,1919-01-01
Gamma Film,Milan,1990-01-01
Tespi Film,Rome,1922-01-01
Morgana film,Rome,1915-01-01
Manenti Film,Rome,1961-01-01
Walton Studios,London,1926-01-01
Fox Film Corporation,Fort Lee,1935-01-01
Nestor Film Company,Bayonne,1919-01-01
Thanhouser Company,New Rochelle,1918-01-01
